Company Name,CIK,Form Type,Date Filed,Filename
OPTICAL CABLE CORP,0001000230,10-K,2022-12-22,edgar/data/1000230/0001437749-22-029578.txt
GEOSPACE TECHNOLOGIES CORP,0001001115,10-K,2022-11-18,edgar/data/1001115/0000950170-22-025429.txt
"STAR GROUP, L.P.",0001002590,10-K,2022-12-07,edgar/data/1002590/0000950170-22-026161.txt
MSC INDUSTRIAL DIRECT CO INC,0001003078,10-K,2022-10-20,edgar/data/1003078/0001003078-22-000127.txt
BARNWELL INDUSTRIES INC,0000010048,10-K,2022-12-29,edgar/data/10048/0000010048-22-000029.txt
"TYSON FOODS, INC.",0000100493,10-K,2022-11-14,edgar/data/100493/0000100493-22-000097.txt
SUBURBAN PROPANE PARTNERS LP,0001005210,10-K,2022-11-23,edgar/data/1005210/0000950170-22-025646.txt
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,10-K,2022-12-21,edgar/data/1005276/0001005276-22-000072.txt
IDT CORP,0001005731,10-K,2022-10-14,edgar/data/1005731/0001493152-22-028469.txt
"PURE BIOSCIENCE, INC.",0001006028,10-K,2022-10-28,edgar/data/1006028/0001493152-22-029844.txt
FACTSET RESEARCH SYSTEMS INC,0001013237,10-K,2022-10-21,edgar/data/1013237/0001013237-22-000159.txt
"Digerati Technologies, Inc.",0001014052,10-K,2022-10-31,edgar/data/1014052/0001213900-22-067679.txt
"Awaysis Capital, Inc.",0001021917,10-K,2022-11-04,edgar/data/1021917/0001493152-22-030675.txt
"SideChannel, Inc.",0001022505,10-K,2022-12-20,edgar/data/1022505/0001493152-22-036042.txt
"Simulations Plus, Inc.",0001023459,10-K,2022-10-28,edgar/data/1023459/0001023459-22-000080.txt
"ROCKWELL AUTOMATION, INC",0001024478,10-K,2022-11-08,edgar/data/1024478/0001024478-22-000093.txt
SONIC FOUNDRY INC,0001029744,10-K,2022-12-08,edgar/data/1029744/0001437749-22-028742.txt
"MAXIMUS, INC.",0001032220,10-K,2022-11-22,edgar/data/1032220/0001032220-22-000074.txt
VILLAGE SUPER MARKET INC,0000103595,10-K,2022-10-13,edgar/data/103595/0000103595-22-000019.txt
PRICESMART INC,0001041803,10-K,2022-10-31,edgar/data/1041803/0001041803-22-000041.txt
LIVE VENTURES Inc,0001045742,10-K,2022-12-16,edgar/data/1045742/0000950170-22-026675.txt
"Track Group, Inc.",0001045942,10-K,2022-12-16,edgar/data/1045942/0001851734-22-000738.txt
TIMBERLAND BANCORP INC,0001046050,10-K,2022-12-09,edgar/data/1046050/0000939057-22-000366.txt
"IES Holdings, Inc.",0001048268,10-K,2022-12-06,edgar/data/1048268/0001048268-22-000099.txt
"F5, INC.",0001048695,10-K,2022-11-15,edgar/data/1048695/0001048695-22-000033.txt
WD 40 CO,0000105132,10-K,2022-10-24,edgar/data/105132/0000105132-22-000038.txt
MARINEMAX INC,0001057060,10-K,2022-11-18,edgar/data/1057060/0000950170-22-025440.txt
PEREGRINE INDUSTRIES INC,0001061164,10-K,2022-10-31,edgar/data/1061164/0001477932-22-008034.txt
AS-IP TECH INC,0001067873,10-K,2022-10-12,edgar/data/1067873/0001393905-22-000407.txt
RGC RESOURCES INC,0001069533,10-K,2022-12-02,edgar/data/1069533/0001437749-22-028313.txt
YUMMIES INC,0001073748,10-K,2022-12-29,edgar/data/1073748/0001213900-22-083620.txt
"KNOW LABS, INC.",0001074828,10-K,2022-12-20,edgar/data/1074828/0001654954-22-016732.txt
WINNEBAGO INDUSTRIES INC,0000107687,10-K,2022-10-19,edgar/data/107687/0000107687-22-000024.txt
BECTON DICKINSON & CO,0000010795,10-K,2022-11-22,edgar/data/10795/0001628280-22-030686.txt
"VISIUM TECHNOLOGIES, INC.",0001082733,10-K,2022-10-04,edgar/data/1082733/0001654954-22-013289.txt
"Woodward, Inc.",0000108312,10-K,2022-11-18,edgar/data/108312/0001564590-22-038033.txt
"AGILENT TECHNOLOGIES, INC.",0001090872,10-K,2022-12-21,edgar/data/1090872/0001090872-22-000026.txt
"Spectrum Brands Holdings, Inc.",0000109177,10-K,2022-11-22,edgar/data/109177/0000109177-22-000034.txt
EDGEWELL PERSONAL CARE Co,0001096752,10-K,2022-11-16,edgar/data/1096752/0001096752-22-000033.txt
America Great Health,0001098009,10-K,2022-10-31,edgar/data/1098009/0001185185-22-001238.txt
DESTINY MEDIA TECHNOLOGIES INC,0001099369,10-K,2022-11-14,edgar/data/1099369/0001062993-22-021911.txt
"DELTA APPAREL, INC",0001101396,10-K,2022-11-21,edgar/data/1101396/0001437749-22-027827.txt
"Sonnet BioTherapeutics Holdings, Inc.",0001106838,10-K,2022-12-15,edgar/data/1106838/0001493152-22-035581.txt
FLASHZERO CORP.,0001106861,10-K,2022-11-21,edgar/data/1106861/0001683168-22-007923.txt
FLASHZERO CORP.,0001106861,10-K,2022-11-21,edgar/data/1106861/0001683168-22-007932.txt
"MODEL N, INC.",0001118417,10-K,2022-11-18,edgar/data/1118417/0001118417-22-000135.txt
SPIRE INC,0001126956,10-K,2022-11-16,edgar/data/1126956/0001437749-22-027522.txt
"Digital Brand Media & Marketing Group, Inc.",0001127475,10-K,2022-11-29,edgar/data/1127475/0001185185-22-001360.txt
NEVADA CLASSIC THOROUGHBREDS INC,0001128383,10-K,2022-10-17,edgar/data/1128383/0001128383-22-000010.txt
JANEL CORP,0001133062,10-K,2022-12-09,edgar/data/1133062/0001140361-22-045115.txt
CALAVO GROWERS INC,0001133470,10-K,2022-12-20,edgar/data/1133470/0001558370-22-018841.txt
AMERISOURCEBERGEN CORP,0001140859,10-K,2022-11-22,edgar/data/1140859/0001140859-22-000098.txt
GLADSTONE CAPITAL CORP,0001143513,10-K,2022-11-14,edgar/data/1143513/0001143513-22-000017.txt
ACUITY BRANDS INC,0001144215,10-K,2022-10-26,edgar/data/1144215/0001144215-22-000097.txt
HENNESSY ADVISORS INC,0001145255,10-K,2022-12-07,edgar/data/1145255/0001193125-22-300163.txt
"DUCK CREEK TECHNOLOGIES, INC.",0001160951,10-K,2022-10-28,edgar/data/1160951/0000950170-22-020470.txt
"NeuBase Therapeutics, Inc.",0001173281,10-K,2022-12-21,edgar/data/1173281/0001410578-22-003576.txt
ENANTA PHARMACEUTICALS INC,0001177648,10-K,2022-11-23,edgar/data/1177648/0000950170-22-025667.txt
SPDR GOLD TRUST,0001222333,10-K,2022-11-23,edgar/data/1222333/0001193125-22-291881.txt
COMPASS MINERALS INTERNATIONAL INC,0001227654,10-K,2022-12-14,edgar/data/1227654/0001227654-22-000340.txt
Cyber Apps World,0001230524,10-K,2022-10-06,edgar/data/1230524/0001575705-22-000689.txt
"Astra Energy, Inc.",0001231339,10-K,2022-12-14,edgar/data/1231339/0001477932-22-009290.txt
LIQUIDITY SERVICES INC,0001235468,10-K,2022-12-08,edgar/data/1235468/0001235468-22-000142.txt
TransDigm Group INC,0001260221,10-K,2022-11-10,edgar/data/1260221/0001260221-22-000065.txt
UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,10-K,2022-12-12,edgar/data/1261654/0001261654-22-000105.txt
ALL FOR ONE MEDIA CORP.,0001286459,10-K,2022-12-29,edgar/data/1286459/0001477932-22-009557.txt
Timberline Resources Corp,0001288750,10-K,2022-12-29,edgar/data/1288750/0001654954-22-017031.txt
"PARKS AMERICA, INC",0001297937,10-K,2022-12-15,edgar/data/1297937/0001493152-22-035579.txt
"SmartMetric, Inc.",0001301991,10-K,2022-10-14,edgar/data/1301991/0001829126-22-017944.txt
"Dolby Laboratories, Inc.",0001308547,10-K,2022-11-18,edgar/data/1308547/0001628280-22-030390.txt
