Company Name,CIK,Form Type,Date Filed,Filename
OPTICAL CABLE CORP,0001000230,10-K,2023-12-20,edgar/data/1000230/0001437749-23-034978.txt
GEOSPACE TECHNOLOGIES CORP,0001001115,10-K,2023-11-17,edgar/data/1001115/0001437749-23-032446.txt
"STAR GROUP, L.P.",0001002590,10-K,2023-12-06,edgar/data/1002590/0000950170-23-068567.txt
MSC INDUSTRIAL DIRECT CO INC,0001003078,10-K,2023-10-25,edgar/data/1003078/0001003078-23-000102.txt
BARNWELL INDUSTRIES INC,0000010048,10-K,2023-12-18,edgar/data/10048/0000010048-23-000022.txt
"TYSON FOODS, INC.",0000100493,10-K,2023-11-13,edgar/data/100493/0000100493-23-000105.txt
SUBURBAN PROPANE PARTNERS LP,0001005210,10-K,2023-11-22,edgar/data/1005210/0000950170-23-065770.txt
IDT CORP,0001005731,10-K,2023-10-16,edgar/data/1005731/0001493152-23-037384.txt
"PURE BIOSCIENCE, INC.",0001006028,10-K,2023-10-30,edgar/data/1006028/0001493152-23-038673.txt
"Ecomax, Inc",0001008653,10-K,2023-10-13,edgar/data/1008653/0001493152-23-037116.txt
TUPPERWARE BRANDS CORP,0001008654,10-K,2023-10-13,edgar/data/1008654/0001008654-23-000079.txt
FACTSET RESEARCH SYSTEMS INC,0001013237,10-K,2023-10-27,edgar/data/1013237/0001013237-23-000128.txt
"Digerati Technologies, Inc.",0001014052,10-K,2023-11-24,edgar/data/1014052/0001213900-23-089905.txt
CHARLES & COLVARD LTD,0001015155,10-K,2023-10-12,edgar/data/1015155/0001140361-23-048055.txt
"Awaysis Capital, Inc.",0001021917,10-K,2023-10-17,edgar/data/1021917/0001493152-23-037411.txt
"SideChannel, Inc.",0001022505,10-K,2023-12-27,edgar/data/1022505/0001493152-23-046278.txt
"Simulations Plus, Inc.",0001023459,10-K,2023-10-27,edgar/data/1023459/0001023459-23-000124.txt
"ROCKWELL AUTOMATION, INC",0001024478,10-K,2023-11-08,edgar/data/1024478/0001024478-23-000126.txt
"MAXIMUS, INC.",0001032220,10-K,2023-11-16,edgar/data/1032220/0001032220-23-000096.txt
VILLAGE SUPER MARKET INC,0000103595,10-K,2023-10-11,edgar/data/103595/0000103595-23-000014.txt
PRICESMART INC,0001041803,10-K,2023-10-30,edgar/data/1041803/0001041803-23-000054.txt
LIVE VENTURES Inc,0001045742,10-K,2023-12-22,edgar/data/1045742/0001628280-23-042586.txt
"Track Group, Inc.",0001045942,10-K,2023-12-20,edgar/data/1045942/0001437749-23-034962.txt
TIMBERLAND BANCORP INC,0001046050,10-K,2023-12-11,edgar/data/1046050/0000939057-23-000357.txt
"IES Holdings, Inc.",0001048268,10-K,2023-12-07,edgar/data/1048268/0001048268-23-000097.txt
"F5, INC.",0001048695,10-K,2023-11-14,edgar/data/1048695/0001048695-23-000039.txt
WD 40 CO,0000105132,10-K,2023-10-23,edgar/data/105132/0000105132-23-000059.txt
MARINEMAX INC,0001057060,10-K,2023-11-17,edgar/data/1057060/0000950170-23-064785.txt
PEREGRINE INDUSTRIES INC,0001061164,10-K,2023-10-27,edgar/data/1061164/0001477932-23-007895.txt
RGC RESOURCES INC,0001069533,10-K,2023-12-01,edgar/data/1069533/0001437749-23-033392.txt
"SolarWindow Technologies, Inc.",0001071840,10-K,2023-11-21,edgar/data/1071840/0001171843-23-007232.txt
