Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
"PETRONE WORLDWIDE, INC.",0001096132,,,10-K,2016-09-09,edgar/data/1096132/0001262463-16-001035.txt
SITESTAR CORP,0001096934,,,10-K,2016-07-18,edgar/data/1096934/0000721748-16-001455.txt
PROTALEX INC,0001099215,,,10-K,2016-07-15,edgar/data/1099215/0001144204-16-113158.txt
ARRAY BIOPHARMA INC,0001100412,,,10-K,2016-08-19,edgar/data/1100412/0001100412-16-000048.txt
"Crown Equity Holdings, Inc.",0001103833,CRWE,,10-K,2016-09-19,edgar/data/1103833/0001477932-16-012552.txt
RPM INTERNATIONAL INC/DE/,0000110621,RPM,,10-K,2016-07-28,edgar/data/110621/0001564590-16-021706.txt
"OCLARO, INC.",0001110647,,,10-K,2016-08-26,edgar/data/1110647/0001628280-16-019264.txt
"IMAGE PROTECT, INC.",0001110648,,,10-K,2016-08-24,edgar/data/1110648/0001144204-16-120957.txt
LANTRONIX INC,0001114925,LTRX,,10-K,2016-08-24,edgar/data/1114925/0001019687-16-007351.txt
COACH INC,0001116132,TPR,,10-K,2016-08-19,edgar/data/1116132/0001116132-16-000026.txt
"QUINSTREET, INC",0001117297,QNST,,10-K,2016-08-19,edgar/data/1117297/0001564590-16-024561.txt
"Unified Signal, Inc.",0001122991,,,10-K,2016-09-02,edgar/data/1122991/0001165527-16-000878.txt
Yasheng Group,0001123312,,,10-K,2016-08-30,edgar/data/1123312/0001654954-16-001871.txt
GLOBAL PAYMENTS INC,0001123360,GPN,,10-K,2016-07-28,edgar/data/1123360/0001123360-16-000094.txt
"LZG INTERNATIONAL, INC.",0001126115,,,10-K,2016-08-24,edgar/data/1126115/0001607062-16-000970.txt
PREVENTION INSURANCE COM INC,0001134982,AAPI,,10-K,2016-08-15,edgar/data/1134982/0001213900-16-015950.txt
Mind Solutions Inc.,0001136711,,,10-K,2016-08-31,edgar/data/1136711/0001262463-16-001023.txt
Seagate Technology plc,0001137789,STX,,10-K,2016-08-05,edgar/data/1137789/0001047469-16-014732.txt
ACCURAY INC,0001138723,ARAY,,10-K,2016-08-24,edgar/data/1138723/0001047469-16-015108.txt
AMARU INC,0001139822,,,10-K,2016-09-26,edgar/data/1139822/0001683168-16-000186.txt
"EnSync, Inc.",0001140310,,,10-K,2016-09-08,edgar/data/1140310/0001102624-16-003355.txt
ALERE INC.,0001145460,,,10-K,2016-08-08,edgar/data/1145460/0001193125-16-674184.txt
"PharmaCyte Biotech, Inc.",0001157075,PMCB,,10-K,2016-07-29,edgar/data/1157075/0001019687-16-007057.txt
K12 INC,0001157408,LRN,,10-K,2016-08-09,edgar/data/1157408/0001047469-16-014855.txt
PLURISTEM THERAPEUTICS INC,0001158780,PLUR,,10-K,2016-09-07,edgar/data/1158780/0001178913-16-006442.txt
"Growblox Sciences, Inc.",0001165320,,,10-K,2016-07-14,edgar/data/1165320/0001445866-16-002362.txt
"RADIANT LOGISTICS, INC",0001171155,RLGT,,10-K,2016-09-13,edgar/data/1171155/0001564590-16-025164.txt
Petro River Oil Corp.,0001172298,,,10-K,2016-07-29,edgar/data/1172298/0001415889-16-006632.txt
Cinedigm Corp.,0001173204,CNVS,,10-K,2016-07-14,edgar/data/1173204/0001628280-16-017605.txt
STERLING GROUP VENTURES INC,0001175416,,,10-K,2016-09-16,edgar/data/1175416/0001175416-16-000016.txt
CytoDyn Inc.,0001175680,CYDY,,10-K,2016-07-19,edgar/data/1175680/0001193125-16-651305.txt
Cardiovascular Systems Inc,0001180145,,,10-K,2016-08-25,edgar/data/1180145/0001180145-16-000096.txt
3Power Energy Group Inc.,0001221554,,,10-K,2016-07-14,edgar/data/1221554/0001144204-16-112910.txt
INFOBLOX INC,0001223862,,,10-K,2016-09-22,edgar/data/1223862/0001223862-16-000094.txt
KAANAPALI LAND LLC,0001230058,KANP,,10-K,2016-09-27,edgar/data/1230058/0000892626-16-000543.txt
COUNTERPATH CORP,0001236997,,,10-K,2016-07-14,edgar/data/1236997/0001062993-16-010548.txt
GENERAL STEEL HOLDINGS INC,0001239188,,,10-K,2016-08-30,edgar/data/1239188/0001144204-16-121870.txt
"MEI Pharma, Inc.",0001262104,LITS,,10-K,2016-09-06,edgar/data/1262104/0001193125-16-701415.txt
CIMPRESS N.V.,0001262976,CMPR,,10-K,2016-08-12,edgar/data/1262976/0001262976-16-000073.txt
APPLIED GENETIC TECHNOLOGIES CORP,0001273636,,,10-K,2016-09-12,edgar/data/1273636/0001564590-16-025119.txt
FUTUREWORLD CORP.,0001273988,,,10-K,2016-07-14,edgar/data/1273988/0001561661-16-000057.txt
ANGIODYNAMICS INC,0001275187,ANGO,,10-K,2016-08-01,edgar/data/1275187/0001275187-16-000034.txt
HPIL HOLDING,0001286345,,,10-K,2016-08-30,edgar/data/1286345/0001286345-16-000103.txt
PROSPECT CAPITAL CORP,0001287032,PSEC-PA,,10-K,2016-08-29,edgar/data/1287032/0001287032-16-000596.txt
"T-REX OIL, INC.",0001287900,,,10-K,2016-08-11,edgar/data/1287900/0001493152-16-012178.txt
KALOBIOS PHARMACEUTICALS INC,0001293310,,,10-K,2016-09-01,edgar/data/1293310/0001214659-16-013550.txt
HANDENI GOLD INC.,0001297223,,,10-K,2016-08-19,edgar/data/1297223/0001062993-16-011231.txt
Kentucky First Federal Bancorp,0001297341,KFFB,,10-K,2016-09-28,edgar/data/1297341/0001144204-16-125756.txt
"BofI Holding, Inc.",0001299709,AX,,10-K,2016-08-25,edgar/data/1299709/0001299709-16-000267.txt
"SHINECO, INC.",0001300734,SISI,,10-K,2016-09-28,edgar/data/1300734/0001144204-16-125814.txt
"SmartMetric, Inc.",0001301991,,,10-K,2016-09-28,edgar/data/1301991/0001144204-16-125815.txt
"Energizer Resources, Inc.",0001302084,NSRCF,,10-K,2016-09-28,edgar/data/1302084/0001102624-16-003419.txt
Dynamic Gold Corp.,0001304730,,,10-K,2016-09-27,edgar/data/1304730/0001176256-16-000662.txt
"TWENTY-FIRST CENTURY FOX, INC.",0001308161,,,10-K,2016-08-11,edgar/data/1308161/0001564590-16-023961.txt
MAJOR LEAGUE FOOTBALL INC,0001308569,,,10-K,2016-07-29,edgar/data/1308569/0001553350-16-002274.txt
"China Health Industries Holdings, Inc.",0001309057,,,10-K,2016-09-28,edgar/data/1309057/0001062993-16-011575.txt
"LUCAS ENERGY, INC.",0001309082,CEIN,,10-K,2016-07-13,edgar/data/1309082/0001580695-16-000544.txt
pSivida Corp.,0001314102,EYPT,,10-K,2016-09-13,edgar/data/1314102/0001193125-16-708358.txt
Silicon Graphics International Corp,0001316625,,,10-K,2016-09-02,edgar/data/1316625/0001316625-16-000032.txt
Uranium Hunter CORP,0001316854,,,10-K,2016-07-28,edgar/data/1316854/0001316854-16-000006.txt
Uranium Hunter CORP,0001316854,,,10-K,2016-07-28,edgar/data/1316854/0001316854-16-000010.txt
Uranium Hunter CORP,0001316854,,,10-K,2016-07-28,edgar/data/1316854/0001316854-16-000014.txt
"WNC Housing Tax Credit Fund VI, L.P., Series 13",0001321228,,,10-K,2016-07-18,edgar/data/1321228/0001354488-16-008083.txt
"India Globalization Capital, Inc.",0001326205,IGC,,10-K,2016-07-14,edgar/data/1326205/0001185185-16-004982.txt
Palo Alto Networks Inc,0001327567,PANW,,10-K,2016-09-08,edgar/data/1327567/0001327567-16-000064.txt
Baying Ecological Holding Group Inc.,0001333519,,,10-K,2016-09-20,edgar/data/1333519/0001477932-16-012604.txt
Guitammer Co,0001334126,,,10-K,2016-09-20,edgar/data/1334126/0001477932-16-012607.txt
"Coda Octopus Group, Inc.",0001334325,CODA,,10-K,2016-08-19,edgar/data/1334325/0001493152-16-012682.txt
REDtone Asia Inc,0001341319,,,10-K,2016-08-16,edgar/data/1341319/0001445866-16-002525.txt
General Finance CORP,0001342287,,,10-K,2016-09-09,edgar/data/1342287/0001193125-16-706155.txt
Energy XXI Ltd,0001343719,,,10-K,2016-09-27,edgar/data/1343719/0001144204-16-125536.txt
PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,0001350156,PAXH,,10-K,2016-09-07,edgar/data/1350156/0001262463-16-001030.txt
HK EBUS Corp,0001350421,,,10-K,2016-09-13,edgar/data/1350421/0001078782-16-003465.txt
NEWTOWN LANE MARKETING INC,0001353538,,,10-K,2016-07-12,edgar/data/1353538/0001144204-16-112504.txt
Cellceutix CORP,0001355250,,,10-K,2016-09-13,edgar/data/1355250/0001477932-16-012448.txt
Mexus Gold US,0001355677,,,10-K,2016-07-27,edgar/data/1355677/0001078782-16-003149.txt
BOWL AMERICA INC,0000013573,,,10-K,2016-09-29,edgar/data/13573/0001437749-16-039266.txt
Neiman Marcus Group LTD LLC,0001358651,,,10-K,2016-09-27,edgar/data/1358651/0001358651-16-000030.txt
"BIOSHAFT WATER TECHNOLOGY, INC.",0001365784,,,10-K,2016-08-15,edgar/data/1365784/0001393905-16-001012.txt
W&E Source Corp.,0001368275,,,10-K,2016-09-28,edgar/data/1368275/0001062993-16-011582.txt
ROYAL MINES & MINERALS CORP,0001371424,,,10-K,2016-07-28,edgar/data/1371424/0001062993-16-010735.txt
"Luvu Brands, Inc.",0001374567,LUVU,,10-K,2016-09-27,edgar/data/1374567/0001017386-16-000540.txt
SYNTHESIS ENERGY SYSTEMS INC,0001375063,,,10-K,2016-09-29,edgar/data/1375063/0001171843-16-012314.txt
Golden Star Resource Corp.,0001375348,GLNS,,10-K,2016-09-28,edgar/data/1375348/0001493152-16-013639.txt
"Super Micro Computer, Inc.",0001375365,SMCI,,10-K,2016-08-26,edgar/data/1375365/0001628280-16-019274.txt
NEXGEN APPLIED SOLUTIONS INC,0001376316,,,10-K,2016-08-25,edgar/data/1376316/0001078782-16-003343.txt
"AVIAT NETWORKS, INC.",0001377789,AVNW,,10-K,2016-09-09,edgar/data/1377789/0001377789-16-000172.txt
"Ocean Power Technologies, Inc.",0001378140,OPTT,,10-K,2016-07-15,edgar/data/1378140/0001437749-16-035299.txt
"NANOVIRICIDES, INC.",0001379006,NNVC,,10-K,2016-09-16,edgar/data/1379006/0001144204-16-124276.txt
"6D Global Technologies, Inc",0001382219,,,10-K,2016-07-11,edgar/data/1382219/0001185185-16-004954.txt
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",0001383312,BR,,10-K,2016-08-09,edgar/data/1383312/0001383312-16-000108.txt
SMARTHEAT INC.,0001384135,,,10-K,2016-07-20,edgar/data/1384135/0001185185-16-005002.txt
Horsehead Holding Corp,0001385544,,,10-K,2016-09-29,edgar/data/1385544/0001193125-16-725704.txt
"AYTU BIOSCIENCE, INC",0001385818,AYTU,,10-K,2016-09-01,edgar/data/1385818/0001144204-16-122393.txt
"Research Solutions, Inc.",0001386301,RSSS,,10-K,2016-09-20,edgar/data/1386301/0001144204-16-124557.txt
ALPHA & OMEGA SEMICONDUCTOR Ltd,0001387467,AOSL,,10-K,2016-08-26,edgar/data/1387467/0001387467-16-000204.txt
ShoreTel Inc,0001388133,,,10-K,2016-09-12,edgar/data/1388133/0001567619-16-002926.txt
"Spotlight Innovation, Inc.",0001388486,,,10-K,2016-08-31,edgar/data/1388486/0001477932-16-012330.txt
TAUTACHROME INC.,0001389067,,,10-K,2016-07-05,edgar/data/1389067/0001477932-16-011172.txt
"China Advanced Construction Materials Group, Inc",0001392363,,,10-K,2016-09-28,edgar/data/1392363/0001062993-16-011584.txt
AJ GREENTECH HOLDINGS.,0001394108,SUIC,,10-K,2016-09-15,edgar/data/1394108/0001554795-16-000852.txt
CREATIVE LEARNING Corp,0001394638,DWAY,,10-K,2016-09-13,edgar/data/1394638/0001553350-16-002465.txt
Enhance Skin Products Inc,0001395400,,,10-K,2016-07-25,edgar/data/1395400/0001493152-16-011721.txt
Point.360,0001398797,,,10-K,2016-09-16,edgar/data/1398797/0001144204-16-124234.txt
"National American University Holdings, Inc.",0001399855,,,10-K,2016-08-05,edgar/data/1399855/0001654954-16-001234.txt
"Strainwise, Inc.",0001400683,,,10-K,2016-07-06,edgar/data/1400683/0001127855-16-000705.txt
Star Gold Corp.,0001401835,SRGZ,,10-K,2016-08-15,edgar/data/1401835/0001056520-16-000284.txt
QUANTUM MATERIALS CORP.,0001403570,,,10-K,2016-09-23,edgar/data/1403570/0001493152-16-013565.txt
"ARROGENE, INC",0001403792,,,10-K,2016-07-22,edgar/data/1403792/0001376474-16-000785.txt
Samson Oil & Gas LTD,0001404079,,,10-K,2016-09-29,edgar/data/1404079/0001144204-16-125883.txt
I-Minerals Inc,0001405663,,,10-K,2016-07-28,edgar/data/1405663/0001472375-16-000395.txt
LIBERTY SILVER CORP,0001407583,BHLL,,10-K,2016-09-28,edgar/data/1407583/0001477932-16-012721.txt
Fabrinet,0001408710,FN,,10-K,2016-08-17,edgar/data/1408710/0001193125-16-684108.txt
"Writ Media Group, Inc.",0001413547,,,10-K,2016-08-15,edgar/data/1413547/0001477932-16-011851.txt
Mantra Venture Group Ltd.,0001413891,HWNI,,10-K,2016-09-28,edgar/data/1413891/0001511164-16-001042.txt
Portlogic Systems Inc.,0001413990,,,10-K,2016-09-28,edgar/data/1413990/0001213900-16-017077.txt
"Calpian, Inc.",0001414628,,,10-K,2016-08-19,edgar/data/1414628/0001414628-16-000045.txt
BRIGGS & STRATTON CORP,0000014195,,,10-K,2016-08-30,edgar/data/14195/0000014195-16-000075.txt
SolarEdge Technologies Inc,0001419612,SEDG,,10-K,2016-08-17,edgar/data/1419612/0001178913-16-006268.txt
Adama Technologies Corp,0001422222,,,10-K,2016-09-19,edgar/data/1422222/0001615774-16-007248.txt
"Sino-Global Shipping America, Ltd.",0001422892,SGLY,,10-K,2016-09-19,edgar/data/1422892/0001144204-16-124426.txt
Wolverine Technologies Corp.,0001424404,WOLV,,10-K,2016-08-29,edgar/data/1424404/0001062993-16-011340.txt
"Car Charging Group, Inc.",0001429764,BLNK,,10-K,2016-07-29,edgar/data/1429764/0001493152-16-011853.txt
MUSIC OF YOUR LIFE INC,0001434601,TMGI,,10-K,2016-09-13,edgar/data/1434601/0001391609-16-000559.txt
CHINA MEDIA INC.,0001434674,,,10-K,2016-09-29,edgar/data/1434674/0001549727-16-000155.txt
"Mistras Group, Inc.",0001436126,MG,,10-K,2016-08-15,edgar/data/1436126/0001436126-16-000062.txt
ETERNITY HEALTHCARE INC.,0001437822,,,10-K,2016-07-21,edgar/data/1437822/0001213900-16-015147.txt
Yinfu Gold Corp.,0001438461,ELRE,,10-K,2016-07-11,edgar/data/1438461/0001640334-16-001348.txt
Yinfu Gold Corp.,0001438461,ELRE,,10-K,2016-07-13,edgar/data/1438461/0001640334-16-001374.txt
"Greenfield Farms Food, Inc.",0001440517,,,10-K,2016-07-21,edgar/data/1440517/0001477932-16-011485.txt
MMEX Resources Corp,0001440799,MMEX,,10-K,2016-07-11,edgar/data/1440799/0001477932-16-011309.txt
Lake Forest Minerals Inc.,0001441082,,,10-K,2016-09-23,edgar/data/1441082/0001165527-16-000884.txt
"WESTERN LUCRATIVE ENTERPRISES, INC.",0001442101,,,10-K,2016-08-18,edgar/data/1442101/0001661582-16-000018.txt
"Laredo Oil, Inc.",0001442492,LRDC,,10-K,2016-08-29,edgar/data/1442492/0001654954-16-001866.txt
"Recon Technology, Ltd",0001442620,RCON,,10-K,2016-09-28,edgar/data/1442620/0001144204-16-125768.txt
"ACCELERA INNOVATIONS, INC.",0001444144,,,10-K,2016-08-12,edgar/data/1444144/0001493152-16-012298.txt
"U.S. RARE EARTH MINERALS, INC",0001445815,BIXT,,10-K,2016-07-22,edgar/data/1445815/0001213900-16-015178.txt
Anchor Bancorp,0001448301,,,10-K,2016-09-09,edgar/data/1448301/0000939057-16-000989.txt
"GROW CONDOS, INC.",0001448558,,,10-K,2016-09-13,edgar/data/1448558/0001445866-16-002618.txt
BAKKEN RESOURCES INC,0001450390,,,10-K,2016-09-01,edgar/data/1450390/0001206774-16-007151.txt
"EFT Holdings, Inc.",0001450973,,,10-K,2016-07-13,edgar/data/1450973/0001144204-16-112743.txt
"Beta Music Group, Inc.",0001452164,,,10-K,2016-09-01,edgar/data/1452164/0001580695-16-000678.txt
CEREBAIN BIOTECH CORP.,0001453099,,,10-K,2016-09-27,edgar/data/1453099/0001477932-16-012704.txt
"PFO Global, Inc.",0001456455,,,10-K,2016-07-08,edgar/data/1456455/0001144204-16-112276.txt
"Chineseinvestors.com, Inc.",0001459482,,,10-K,2016-09-13,edgar/data/1459482/0001683168-16-000086.txt
PETROTERRA CORP.,0001463208,TLSS,,10-K,2016-07-29,edgar/data/1463208/0001493152-16-011846.txt
"Gold Torrent, Inc.",0001463792,,,10-K,2016-07-05,edgar/data/1463792/0001493152-16-011279.txt
NaturalShrimp Inc,0001465470,,,10-K,2016-07-14,edgar/data/1465470/0001354488-16-008067.txt
"Profit Planners Management, Inc.",0001468164,,,10-K,2016-08-24,edgar/data/1468164/0001213900-16-016376.txt
MSG NETWORKS INC.,0001469372,,,10-K,2016-08-18,edgar/data/1469372/0001469372-16-000031.txt
STAR CENTURY PANDAHO Corp,0001470550,,,10-K,2016-09-28,edgar/data/1470550/0001262463-16-001046.txt
EnzymeBioSystems,0001471968,,,10-K,2016-09-20,edgar/data/1471968/0001471968-16-000013.txt
"Telenav, Inc.",0001474439,,,10-K,2016-08-22,edgar/data/1474439/0001474439-16-000184.txt
S&W Seed Co,0001477246,,,10-K,2016-09-15,edgar/data/1477246/0001136261-16-000620.txt
Healthway Shopping Network,0001479014,,,10-K,2016-07-11,edgar/data/1479014/0001010549-16-000659.txt
"China Modern Agricultural Information, Inc.",0001479526,,,10-K,2016-09-29,edgar/data/1479526/0001213900-16-017152.txt
"Hypersolar, Inc.",0001481028,HYSR,,10-K,2016-09-21,edgar/data/1481028/0001213900-16-016920.txt
"Banjo & Matilda, Inc.",0001481504,XERI,,10-K,2016-08-25,edgar/data/1481504/0001477932-16-012229.txt
Oritani Financial Corp,0001483195,,,10-K,2016-09-13,edgar/data/1483195/0001483195-16-000041.txt
"ASPEN GROUP, INC.",0001487198,ASPU,,10-K,2016-07-27,edgar/data/1487198/0001553350-16-002268.txt
"Electromed, Inc.",0001488917,ELMD,,10-K,2016-09-06,edgar/data/1488917/0000897101-16-002894.txt
Scio Diamond Technology Corp,0001488934,,,10-K,2016-07-14,edgar/data/1488934/0001575872-16-000386.txt
Full Circle Capital Corp,0001490013,,,10-K,2016-09-28,edgar/data/1490013/0001144204-16-125818.txt
APPIPHANY TECHNOLOGIES HOLDINGS CORP,0001490054,APHD,,10-K,2016-08-15,edgar/data/1490054/0001445866-16-002519.txt
Magnolia Lane Income Fund,0001490490,,,10-K,2016-07-29,edgar/data/1490490/0001213900-16-015390.txt
"LOTON, CORP",0001491419,LVO,,10-K,2016-07-19,edgar/data/1491419/0001615774-16-006370.txt
"Greenhouse Solutions, Inc.",0001491525,,,10-K,2016-08-12,edgar/data/1491525/0001065949-16-000474.txt
"ECOSCIENCES, INC.",0001493174,,,10-K,2016-09-20,edgar/data/1493174/0001493152-16-013457.txt
Cell MedX Corp.,0001493712,STME,,10-K,2016-09-13,edgar/data/1493712/0001594062-16-000604.txt
CN Resources Inc.,0001494809,,,10-K,2016-09-12,edgar/data/1494809/0001213900-16-016698.txt
"Brisset Beer International, Inc.",0001495648,BDCC,,10-K,2016-08-30,edgar/data/1495648/0000939802-16-000143.txt
"Enerpulse Technologies, Inc.",0001495899,,,10-K,2016-09-15,edgar/data/1495899/0001493152-16-013368.txt
First NBC Bank Holding Co,0001496631,,,10-K,2016-08-25,edgar/data/1496631/0001496631-16-000088.txt
"Wintahenderson International, Inc.",0001497033,,,10-K,2016-09-19,edgar/data/1497033/0001213900-16-016868.txt
"GroGenesis, Inc.",0001497055,,,10-K,2016-08-29,edgar/data/1497055/0001393905-16-001032.txt
"Ascena Retail Group, Inc.",0001498301,,,10-K,2016-09-19,edgar/data/1498301/0001498301-16-000157.txt
"DelMar Pharmaceuticals, Inc.",0001498382,HURA,,10-K,2016-09-13,edgar/data/1498382/0001213900-16-016715.txt
"Staffing 360 Solutions, Inc.",0001499717,,,10-K,2016-08-29,edgar/data/1499717/0001564590-16-024776.txt
Blue Spa Inc,0001500305,,,10-K,2016-09-06,edgar/data/1500305/0001493152-16-013103.txt
"Home Federal Bancorp, Inc. of Louisiana",0001500375,HFBL,,10-K,2016-09-21,edgar/data/1500375/0000927089-16-000944.txt
Oconee Federal Financial Corp.,0001501078,OFED,,10-K,2016-09-28,edgar/data/1501078/0001571049-16-018510.txt
"Contango ORE, Inc.",0001502377,CTGO,,10-K,2016-08-25,edgar/data/1502377/0001502377-16-000031.txt
ZAYO GROUP LLC,0001502756,,,10-K,2016-08-26,edgar/data/1502756/0001558370-16-008119.txt
"21st Century Oncology Holdings, Inc.",0001503518,,,10-K,2016-08-23,edgar/data/1503518/0001047469-16-015101.txt
