Company Name,CIK,Form Type,Date Filed,Filename
OPTICAL CABLE CORP,0001000230,10-K,2018-12-19,edgar/data/1000230/0001437749-18-022311.txt
WALT DISNEY CO/,0001001039,10-K,2018-11-21,edgar/data/1001039/0001001039-18-000187.txt
GEOSPACE TECHNOLOGIES CORP,0001001115,10-K,2018-11-16,edgar/data/1001115/0001564590-18-029718.txt
ASTA FUNDING INC,0001001258,10-K,2018-10-12,edgar/data/1001258/0001437749-18-018233.txt
ASTA FUNDING INC,0001001258,10-K,2018-12-24,edgar/data/1001258/0001437749-18-022554.txt
"LEARNING TREE INTERNATIONAL, INC.",0001002037,10-K,2018-12-21,edgar/data/1002037/0001437749-18-022476.txt
"Nuance Communications, Inc.",0001002517,10-K,2018-11-20,edgar/data/1002517/0001002517-18-000064.txt
"STAR GROUP, L.P.",0001002590,10-K,2018-12-06,edgar/data/1002590/0001564590-18-030539.txt
MSC INDUSTRIAL DIRECT CO INC,0001003078,10-K,2018-10-30,edgar/data/1003078/0001003078-18-000281.txt
BARNWELL INDUSTRIES INC,0000010048,10-K,2018-12-20,edgar/data/10048/0000010048-18-000021.txt
TYSON FOODS INC,0000100493,10-K,2018-11-13,edgar/data/100493/0000100493-18-000108.txt
SUBURBAN PROPANE PARTNERS LP,0001005210,10-K,2018-11-21,edgar/data/1005210/0001564590-18-029999.txt
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,10-K,2018-12-06,edgar/data/1005276/0001005276-18-000018.txt
UGI UTILITIES INC,0000100548,10-K,2018-11-20,edgar/data/100548/0000100548-18-000021.txt
IDT CORP,0001005731,10-K,2018-10-15,edgar/data/1005731/0001213900-18-013916.txt
"PURE BIOSCIENCE, INC.",0001006028,10-K,2018-10-25,edgar/data/1006028/0001493152-18-014849.txt
FACTSET RESEARCH SYSTEMS INC,0001013237,10-K,2018-10-30,edgar/data/1013237/0001437749-18-019028.txt
"Digerati Technologies, Inc.",0001014052,10-K,2018-11-16,edgar/data/1014052/0001213900-18-016037.txt
GENETHERA INC,0001017110,10-K,2018-11-30,edgar/data/1017110/0001017110-18-000029.txt
CIPHERLOC Corp,0001022505,10-K,2018-12-31,edgar/data/1022505/0001493152-18-018144.txt
"StemGen, Inc.",0001023198,10-K,2018-11-02,edgar/data/1023198/0001161697-18-000519.txt
SIMULATIONS PLUS INC,0001023459,10-K,2018-11-14,edgar/data/1023459/0001683168-18-003442.txt
NATIONAL HOLDINGS CORP,0001023844,10-K,2018-12-21,edgar/data/1023844/0001023844-18-000010.txt
ROCKWELL AUTOMATION INC,0001024478,10-K,2018-11-09,edgar/data/1024478/0001024478-18-000032.txt
KMG CHEMICALS INC,0001028215,10-K,2018-10-01,edgar/data/1028215/0001564590-18-023790.txt
PREMIER HOLDING CORP.,0001030916,10-K,2018-10-09,edgar/data/1030916/0001683168-18-002989.txt
MAXIMUS INC,0001032220,10-K,2018-11-20,edgar/data/1032220/0001032220-18-000090.txt
VILLAGE SUPER MARKET INC,0000103595,10-K,2018-10-11,edgar/data/103595/0000103595-18-000017.txt
"Banny Cosmic International Holdings, Inc",0001040721,10-K,2018-10-15,edgar/data/1040721/0001640334-18-001927.txt
PRICESMART INC,0001041803,10-K,2018-10-25,edgar/data/1041803/0001041803-18-000043.txt
LIVE VENTURES Inc,0001045742,10-K,2018-12-27,edgar/data/1045742/0001683168-18-003807.txt
"Track Group, Inc.",0001045942,10-K,2018-12-19,edgar/data/1045942/0001654954-18-014088.txt
TIMBERLAND BANCORP INC,0001046050,10-K,2018-12-07,edgar/data/1046050/0000939057-18-000595.txt
WASHINGTON GAS LIGHT CO,0000104819,10-K,2018-11-20,edgar/data/104819/0000104819-18-000012.txt
"IES Holdings, Inc.",0001048268,10-K,2018-12-07,edgar/data/1048268/0001193125-18-344274.txt
F5 NETWORKS INC,0001048695,10-K,2018-11-21,edgar/data/1048695/0001048695-18-000031.txt
WD 40 CO,0000105132,10-K,2018-10-22,edgar/data/105132/0000105132-18-000035.txt
MARINEMAX INC,0001057060,10-K,2018-11-29,edgar/data/1057060/0001564590-18-030283.txt
"FRESH PROMISE FOODS, INC.",0001058330,10-K,2018-12-27,edgar/data/1058330/0001721868-18-000771.txt
GENEREX BIOTECHNOLOGY CORP,0001059784,10-K,2018-10-26,edgar/data/1059784/0001607062-18-000361.txt
PEREGRINE INDUSTRIES INC,0001061164,10-K,2018-11-19,edgar/data/1061164/0001262463-18-000365.txt
RGC RESOURCES INC,0001069533,10-K,2018-12-03,edgar/data/1069533/0001069533-18-000048.txt
"SolarWindow Technologies, Inc.",0001071840,10-K,2018-11-29,edgar/data/1071840/0001477932-18-005816.txt
YUMMIES INC,0001073748,10-K,2018-12-26,edgar/data/1073748/0001213900-18-017865.txt
"KNOW LABS, INC.",0001074828,10-K,2018-12-21,edgar/data/1074828/0001654954-18-014237.txt
WINNEBAGO INDUSTRIES INC,0000107687,10-K,2018-10-18,edgar/data/107687/0000107687-18-000026.txt
BECTON DICKINSON & CO,0000010795,10-K,2018-11-21,edgar/data/10795/0000010795-18-000036.txt
"Woodward, Inc.",0000108312,10-K,2018-11-13,edgar/data/108312/0000108312-18-000023.txt
"Blockchain Industries, Inc.",0001084370,10-K,2018-10-29,edgar/data/1084370/0001654954-18-011636.txt
"FREESTONE RESOURCES, INC.",0001089319,10-K,2018-10-15,edgar/data/1089319/0001121781-18-000049.txt
AGILENT TECHNOLOGIES INC,0001090872,10-K,2018-12-20,edgar/data/1090872/0001090872-18-000019.txt
"Spectrum Brands Holdings, Inc.",0000109177,10-K,2018-11-23,edgar/data/109177/0000109177-18-000052.txt
EDGEWELL PERSONAL CARE Co,0001096752,10-K,2018-11-19,edgar/data/1096752/0001096752-18-000043.txt
America Great Health,0001098009,10-K,2018-12-03,edgar/data/1098009/0001185185-18-002115.txt
DESTINY MEDIA TECHNOLOGIES INC,0001099369,10-K,2018-11-27,edgar/data/1099369/0001062993-18-004829.txt
"DELTA APPAREL, INC",0001101396,10-K,2018-11-19,edgar/data/1101396/0001101396-18-000043.txt
CABOT MICROELECTRONICS CORP,0001102934,10-K,2018-11-13,edgar/data/1102934/0001102934-18-000028.txt
WGL HOLDINGS INC,0001103601,10-K,2018-11-20,edgar/data/1103601/0001103601-18-000050.txt
"Crown Equity Holdings, Inc.",0001103833,10-K,2018-10-16,edgar/data/1103833/0001477932-18-004885.txt
MERITOR INC,0001113256,10-K,2018-11-16,edgar/data/1113256/0001113256-18-000120.txt
"MODEL N, INC.",0001118417,10-K,2018-11-16,edgar/data/1118417/0001118417-18-000009.txt
BEACON ROOFING SUPPLY INC,0001124941,10-K,2018-11-20,edgar/data/1124941/0001564590-18-029873.txt
"LZG INTERNATIONAL, INC.",0001126115,10-K,2018-10-01,edgar/data/1126115/0001607062-18-000308.txt
SPIRE INC,0001126956,10-K,2018-11-15,edgar/data/1126956/0001126956-18-000065.txt
"Digital Brand Media & Marketing Group, Inc.",0001127475,10-K,2018-12-14,edgar/data/1127475/0001185185-18-002178.txt
NEVADA CLASSIC THOROUGHBREDS INC,0001128383,10-K,2018-10-01,edgar/data/1128383/0001128383-18-000010.txt
INFITECH VENTURES INC,0001129096,10-K,2018-11-07,edgar/data/1129096/0001062993-18-004398.txt
CALAVO GROWERS INC,0001133470,10-K,2018-12-20,edgar/data/1133470/0001558370-18-009762.txt
"TX Holdings, Inc.",0001133798,10-K,2018-12-19,edgar/data/1133798/0001437749-18-022245.txt
ROCKWELL COLLINS INC,0001137411,10-K,2018-11-26,edgar/data/1137411/0001137411-18-000111.txt
"Novo Integrated Sciences, Inc.",0001138978,10-K,2018-11-06,edgar/data/1138978/0001493152-18-015238.txt
AMERISOURCEBERGEN CORP,0001140859,10-K,2018-11-20,edgar/data/1140859/0001140859-18-000053.txt
GLADSTONE CAPITAL CORP,0001143513,10-K,2018-11-14,edgar/data/1143513/0001193125-18-326819.txt
ACUITY BRANDS INC,0001144215,10-K,2018-10-25,edgar/data/1144215/0001144215-18-000110.txt
HENNESSY ADVISORS INC,0001145255,10-K,2018-11-28,edgar/data/1145255/0001193125-18-336590.txt
Desert Hawk Gold Corp.,0001168081,10-K,2018-10-26,edgar/data/1168081/0001213900-18-014480.txt
TD AMERITRADE HOLDING CORP,0001173431,10-K,2018-11-16,edgar/data/1173431/0001173431-18-000125.txt
ORAMED PHARMACEUTICALS INC.,0001176309,10-K,2018-11-28,edgar/data/1176309/0001213900-18-016666.txt
ENANTA PHARMACEUTICALS INC,0001177648,10-K,2018-11-29,edgar/data/1177648/0001564590-18-030275.txt
FLANIGANS ENTERPRISES INC,0000012040,10-K,2018-12-24,edgar/data/12040/0001174947-18-001531.txt
GOLDEN GRAIN ENERGY,0001206942,10-K,2018-12-21,edgar/data/1206942/0001206942-18-000020.txt
PIONEER FINANCIAL SERVICES INC,0001216752,10-K,2018-12-26,edgar/data/1216752/0001216752-18-000031.txt
SPDR GOLD TRUST,0001222333,10-K,2018-11-27,edgar/data/1222333/0001193125-18-335261.txt
Cyber Apps World,0001230524,10-K,2018-12-14,edgar/data/1230524/0001721868-18-000749.txt
LIQUIDITY SERVICES INC,0001235468,10-K,2018-12-06,edgar/data/1235468/0001235468-18-000007.txt
GENERAL STEEL HOLDINGS INC,0001239188,10-K,2018-12-04,edgar/data/1239188/0001144204-18-063161.txt
GENERAL STEEL HOLDINGS INC,0001239188,10-K,2018-12-17,edgar/data/1239188/0001144204-18-064808.txt
TransDigm Group INC,0001260221,10-K,2018-11-09,edgar/data/1260221/0001260221-18-000070.txt
UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,10-K,2018-11-30,edgar/data/1261654/0001261654-18-000042.txt
Timberline Resources Corp,0001288750,10-K,2018-12-27,edgar/data/1288750/0001052918-18-000478.txt
"PARKS AMERICA, INC",0001297937,10-K,2018-12-14,edgar/data/1297937/0001078782-18-001412.txt
"SHINECO, INC.",0001300734,10-K,2018-10-15,edgar/data/1300734/0001213900-18-013917.txt
"Premier Product Group, Inc.",0001301838,10-K,2018-10-29,edgar/data/1301838/0001721868-18-000643.txt
"SmartMetric, Inc.",0001301991,10-K,2018-10-12,edgar/data/1301991/0001615774-18-010784.txt
HQDA ELDERLY LIFE NETWORK CORP.,0001304730,10-K,2018-10-15,edgar/data/1304730/0001493152-18-014474.txt
"Dolby Laboratories, Inc.",0001308547,10-K,2018-11-15,edgar/data/1308547/0001628280-18-014390.txt
MAJOR LEAGUE FOOTBALL INC,0001308569,10-K,2018-11-19,edgar/data/1308569/0001640334-18-002246.txt
ANAVEX LIFE SCIENCES CORP.,0001314052,10-K,2018-12-12,edgar/data/1314052/0001615774-18-014328.txt
Sonos Inc,0001314727,10-K,2018-11-28,edgar/data/1314727/0001314727-18-000015.txt
Warner Music Group Corp.,0001319161,10-K,2018-12-20,edgar/data/1319161/0001564590-18-031166.txt
"Advanced BioEnergy, LLC",0001325740,10-K,2018-12-31,edgar/data/1325740/0001564590-18-031528.txt
SemiLEDs Corp,0001333822,10-K,2018-11-26,edgar/data/1333822/0001564590-18-030063.txt
URANIUM ENERGY CORP,0001334933,10-K,2018-10-15,edgar/data/1334933/0001279569-18-002013.txt
"Magyar Bancorp, Inc.",0001337068,10-K,2018-12-20,edgar/data/1337068/0001174947-18-001521.txt
Viacom Inc.,0001339947,10-K,2018-11-16,edgar/data/1339947/0001339947-18-000046.txt
"GULFSLOPE ENERGY, INC.",0001341726,10-K,2018-12-31,edgar/data/1341726/0001580695-18-000585.txt
Cannabics Pharmaceuticals Inc.,0001343009,10-K,2018-11-29,edgar/data/1343009/0001683168-18-003584.txt
Enertopia Corp.,0001346022,10-K,2018-11-21,edgar/data/1346022/0001062993-18-004777.txt
Lexaria Bioscience Corp.,0001348362,10-K,2018-11-14,edgar/data/1348362/0001640334-18-002165.txt
"Lincolnway Energy, LLC",0001350420,10-K,2018-12-14,edgar/data/1350420/0001628280-18-015112.txt
"Mueller Water Products, Inc.",0001350593,10-K,2018-11-21,edgar/data/1350593/0001350593-18-000061.txt
GW PHARMACEUTICALS PLC,0001351288,10-K,2018-11-29,edgar/data/1351288/0001564590-18-030224.txt
Cardinal Ethanol LLC,0001352081,10-K,2018-11-21,edgar/data/1352081/0001352081-18-000033.txt
RedHawk Holdings Corp.,0001353406,10-K,2018-10-16,edgar/data/1353406/0001493152-18-014521.txt
Energy Services of America CORP,0001357971,10-K,2018-12-28,edgar/data/1357971/0001144204-18-066521.txt
"Intelligent Buying, Inc.",0001358633,10-K,2018-10-05,edgar/data/1358633/0001553350-18-001096.txt
"Intelligent Buying, Inc.",0001358633,10-K,2018-11-29,edgar/data/1358633/0001553350-18-001307.txt
"RED TRAIL ENERGY, LLC",0001359687,10-K,2018-12-17,edgar/data/1359687/0001359687-18-000021.txt
Citizens Community Bancorp Inc.,0001367859,10-K,2018-12-10,edgar/data/1367859/0001367859-18-000178.txt
"Sally Beauty Holdings, Inc.",0001368458,10-K,2018-11-14,edgar/data/1368458/0001564590-18-029551.txt
"Luvu Brands, Inc.",0001374567,10-K,2018-10-15,edgar/data/1374567/0001017386-18-000279.txt
SYNTHESIS ENERGY SYSTEMS INC,0001375063,10-K,2018-11-14,edgar/data/1375063/0001171843-18-007960.txt
"Amazing Energy Oil & Gas, Co.",0001375618,10-K,2018-10-29,edgar/data/1375618/0001654954-18-011671.txt
"Cavitation Technologies, Inc.",0001376793,10-K,2018-10-15,edgar/data/1376793/0001144204-18-053809.txt
Tennessee Valley Authority,0001376986,10-K,2018-11-15,edgar/data/1376986/0001376986-18-000046.txt
"Bridgeline Digital, Inc.",0001378590,10-K,2018-12-28,edgar/data/1378590/0001437749-18-022735.txt
"Wesco Aircraft Holdings, Inc",0001378718,10-K,2018-11-16,edgar/data/1378718/0001378718-18-000058.txt
BERRY GLOBAL GROUP INC,0001378992,10-K,2018-11-16,edgar/data/1378992/0001378992-18-000039.txt
"NANOVIRICIDES, INC.",0001379006,10-K,2018-10-12,edgar/data/1379006/0001144204-18-053665.txt
TFS Financial CORP,0001381668,10-K,2018-11-27,edgar/data/1381668/0001381668-18-000104.txt
"ESSA Bancorp, Inc.",0001382230,10-K,2018-12-14,edgar/data/1382230/0001564590-18-030936.txt
PENNANTPARK INVESTMENT CORP,0001383414,10-K,2018-11-15,edgar/data/1383414/0001564590-18-029681.txt
SMARTHEAT INC.,0001384135,10-K,2018-11-30,edgar/data/1384135/0001185185-18-002110.txt
TE Connectivity Ltd.,0001385157,10-K,2018-11-13,edgar/data/1385157/0001047469-18-007210.txt
"China Advanced Construction Materials Group, Inc",0001392363,10-K,2018-12-10,edgar/data/1392363/0001213900-18-017165.txt
