Word;Seq_num;Word Count;Word Proportion;Average Proportion;Std Dev;Doc Count;Negative;Positive;Uncertainty;Litigious;Strong_Modal;Weak_Modal;Constraining;Complexity;Syllables;Source
MULLEINS;48098;1;3.914000291011166e-11;2.262890425714347e-11;2.5040567145513074e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
MULLET;48099;305;1.1937700887584057e-08;1.0169467759937535e-08;1.4977369283990277e-06;79;0;0;0;0;0;0;0;0;2;12of12inf
MULLETS;48100;1;3.914000291011166e-11;4.452374472446029e-11;4.926883806097598e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
MULLIGAN;48101;1984;7.765376577366155e-08;5.759773841151689e-08;4.314587143766615e-06;706;0;0;0;0;0;0;0;0;3;12of12inf
MULLIGANS;48102;13;5.088200378314516e-10;1.9748567492798025e-10;7.856459479506616e-08;8;0;0;0;0;0;0;0;0;3;12of12inf
MULLIGATAWNIES;48103;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MULLIGATAWNY;48104;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MULLING;48105;29;1.1350600843932383e-09;2.3578581962460077e-09;8.036051240380325e-07;22;0;0;0;0;0;0;0;0;2;12of12inf
MULLION;48106;285;1.1154900829381824e-08;3.884762689859892e-09;6.697861318989029e-07;159;0;0;0;0;0;0;0;0;2;12of12inf
MULLIONED;48107;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
MULLIONS;48108;569;2.2270661655853537e-08;6.5195521434639846e-09;4.7246513181675757e-07;403;0;0;0;0;0;0;0;0;2;12of12inf
MULLS;48109;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
MULTI;48110;1254437;4.909866783055175e-05;4.216683173870075e-05;0.00014546761388831012;341719;0;0;0;0;0;0;0;0;2;10K_2008
MULTIBAND;48111;3100;1.2133400902134616e-07;1.8940857855717878e-07;2.9505304431818133e-05;487;0;0;0;0;0;0;0;0;3;10K_2010
MULTIBANK;48112;962;3.765268279952742e-08;3.8493990690512353e-08;3.88896092919787e-06;506;0;0;0;0;0;0;0;0;3;10K_2010
MULTIBILLION;48113;1459;5.710526424585292e-08;4.536579311713144e-08;2.0478457803612152e-06;1155;0;0;0;0;0;0;0;0;4;10K_2010
MULTIBRAND;48114;393;1.5382021143673882e-08;1.1990628702105233e-08;2.681740199226065e-06;100;0;0;0;0;0;0;0;0;3;10K_2018
MULTIBRANDING;48115;82;3.2094802386291564e-09;2.1887030685751544e-09;4.612593877081831e-07;53;0;0;0;0;0;0;0;0;4;10K_2018
MULTICARRIER;48116;901;3.526514262201061e-08;3.389728404903523e-08;4.247743052373492e-06;181;0;0;0;0;0;0;0;0;5;10K_2010
MULTICAST;48117;3775;1.4775351098567152e-07;1.0731254010628637e-07;6.408554198017302e-06;1544;0;0;0;0;0;0;0;0;3;10K_2010
MULTICASTING;48118;1002;3.921828291593189e-08;2.69021929133254e-08;2.1034719269099826e-06;570;0;0;0;0;0;0;0;0;4;10K_2010
MULTICELLULAR;48119;503;1.9687421463786168e-08;2.0205529213154297e-08;2.547351683303835e-06;261;0;0;0;0;0;0;0;0;5;10K_2016
MULTICENTER;48120;13943;5.45729060575687e-07;3.382827780624969e-07;7.974032123919627e-06;6831;0;0;0;0;0;0;0;0;4;10K_2010
MULTICHANNEL;48121;16748;6.555167687385501e-07;4.839883413341834e-07;1.1850171259832752e-05;6142;0;0;0;0;0;0;0;0;4;10K_2008
MULTICHIP;48122;1020;3.99228029683139e-08;4.094837538211901e-08;4.093660037711913e-06;527;0;0;0;0;0;0;0;0;3;10K_2010
MULTICLASS;48123;943;3.69090227442353e-08;4.915551946387507e-08;8.791713263025851e-06;275;0;0;0;0;0;0;0;0;0;10K_2014
MULTICLIENT;48124;1815;7.103910528185266e-08;8.582086437193911e-08;9.887410226740795e-06;158;0;0;0;0;0;0;0;0;4;10K_2010
MULTICLOUD;0;1037;4.0588183017785794e-08;1.9695511268823587e-08;3.3739969558180685e-06;147;0;0;0;0;0;0;0;0;0;10K_2023
MULTICOLOR;48125;1273;4.982522370457215e-08;3.367306114895292e-08;6.30555994891043e-06;265;0;0;0;0;0;0;0;0;4;10K_2010
MULTICOLORED;48126;166;6.4972404830785366e-09;5.4750698555931e-09;7.491625105117716e-07;108;0;0;0;0;0;0;0;0;4;12of12inf
MULTICORE;48127;466;1.8239241356112036e-08;1.11337129713613e-08;1.5920127359610837e-06;168;0;0;0;0;0;0;0;0;0;10K_2014
MULTICOUNTRY;48128;68;2.661520197887593e-09;1.453596189513828e-09;3.384422437294772e-07;40;0;0;0;0;0;0;0;0;4;10K_2018
MULTICULTURAL;48129;2485;9.726290723162748e-08;8.10229067644073e-08;9.11198385521724e-06;1315;0;0;0;0;0;0;0;0;5;12of12inf
MULTICULTURALISM;48130;48;1.87872013968536e-09;8.581823290820928e-10;2.4853166294389933e-07;34;0;0;0;0;0;0;0;0;7;12of12inf
MULTICULTURALISMS;48131;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;7;12of12inf
MULTICURRENCY;48132;78601;3.076443368737687e-06;1.2083007476293095e-06;3.772787131551569e-05;7753;0;0;0;0;0;0;0;0;5;10K_2008
MULTIDEPARTMENT;48133;269;1.0528660782820038e-08;1.014943986806399e-08;4.4354190259930765e-06;15;0;0;0;0;0;0;0;0;5;10K_2010
MULTIDIMENSIONAL;48134;1645;6.438530478713368e-08;4.697022077367924e-08;2.711814415836973e-06;1067;0;0;0;0;0;0;0;0;6;12of12inf
MULTIDISCIPLINARY;48135;5213;2.040368351704121e-07;1.3841345514122593e-07;5.308649882845685e-06;3329;0;0;0;0;0;0;0;0;7;12of12inf
MULTIDISTRICT;48136;18701;7.319571944219983e-07;6.07162948131434e-07;1.2405692120959253e-05;8631;0;0;0;0;0;0;0;0;4;10K_2010
MULTIDOSE;48137;398;1.5577721158224444e-08;9.03789052191721e-09;1.0358737808668707e-06;215;0;0;0;0;0;0;0;0;3;10K_2018
MULTIDRUG;48138;2957;1.1573698860520019e-07;9.384316641924435e-08;7.235012237154995e-06;765;0;0;0;0;0;0;0;0;3;10K_2010
MULTIEMPLOYER;48139;287477;1.1251850616590171e-05;3.7141101756436293e-06;3.141099380406399e-05;38884;0;0;0;0;0;0;0;0;4;10K_2008
MULTIFACETED;48140;3851;1.5072815120684e-07;1.3896962501161803e-07;4.235231788136066e-06;3281;0;0;0;0;0;0;0;0;5;12of12inf
MULTIFACTOR;48141;1177;4.606778342520143e-08;2.6277744564996714e-08;1.3796406273339408e-06;901;0;0;0;0;0;0;0;0;0;10K_2014
MULTIFAMILY;48142;451339;1.766540977344689e-05;1.3343875090012824e-05;0.00013882612345415162;39861;0;0;0;0;0;0;0;0;5;12of12inf
MULTIFARIOUS;48143;17;6.653800494718983e-10;3.8932669346988477e-10;1.0880088061682608e-07;17;0;0;0;0;0;0;0;0;5;12of12inf
MULTIFARIOUSLY;48144;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;6;12of12inf
MULTIFARIOUSNESS;48145;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;6;12of12inf
MULTIFARIOUSNESSES;48146;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;7;12of12inf
MULTIFOCAL;48147;3267;1.278703895073348e-07;1.1151083756805876e-07;1.0163402229182735e-05;893;0;0;0;0;0;0;0;0;4;10K_2010
MULTIFORM;48148;36;1.40904010476402e-09;1.6537673311682516e-09;4.280385761955322e-07;28;0;0;0;0;0;0;0;0;3;12of12inf
MULTIFUNCTION;48149;6348;2.4846073847338884e-07;2.1620354003225702e-07;2.0622945406357008e-05;1630;0;0;0;0;0;0;0;0;4;10K_2008
MULTIFUNCTIONAL;48150;2904;1.1366256845096427e-07;9.4129464458052e-08;4.091166239827234e-06;1725;0;0;0;0;0;0;0;0;5;10K_2010
MULTIGENERATIONAL;48151;129;5.0490603754044045e-09;2.573515295226445e-09;5.319368095048431e-07;111;0;0;0;0;0;0;0;0;7;10K_2018
MULTILANE;48152;95;3.718300276460608e-09;2.6354087826324775e-09;5.228075368707735e-07;50;0;0;0;0;0;0;0;0;3;10K_2018
MULTILATERAL;48153;6650;2.6028101935224256e-07;1.6067835053879666e-07;4.5329618327990495e-06;4484;0;0;0;0;0;0;0;0;5;12of12inf
MULTILATERALLY;48154;20;7.828000582022332e-10;2.3520729586752873e-10;7.44383990172549e-08;18;0;0;0;0;0;0;0;0;6;12of12inf
MULTILAYER;48155;5953;2.3300043732389474e-07;2.3966829200184936e-07;1.3665482448128406e-05;1854;0;0;0;0;0;0;0;0;4;10K_2008
MULTILAYERED;48156;1425;5.577450414690912e-08;4.2979946377204134e-08;4.144725030338734e-06;679;0;0;0;0;0;0;0;0;4;10K_2010
MULTILEVEL;48157;2131;8.340734620144795e-08;1.0248416767138095e-07;5.603115942732948e-06;1267;0;0;0;0;0;0;0;0;4;12of12inf
MULTILINE;48158;1891;7.401374550302116e-08;3.6298614529807365e-08;2.3178664841332025e-06;778;0;0;0;0;0;0;0;0;3;10K_2018
MULTILINGUAL;48159;3960;1.5499441152404219e-07;1.6020002458938395e-07;7.820196051583279e-06;2304;0;0;0;0;0;0;0;0;4;12of12inf
MULTILINGUALISM;48160;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;6;12of12inf
MULTILINGUALISMS;48161;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;6;12of12inf
MULTILOCATION;48162;111;4.3445403230223945e-09;6.192168685090065e-09;1.281722534842895e-06;99;0;0;0;0;0;0;0;0;5;10K_2018
MULTIMARKET;48163;390;1.526460113494355e-08;1.3799400264280578e-08;3.0654608195477245e-06;122;0;0;0;0;0;0;0;0;4;10K_2018
MULTIMEDIA;48164;94788;3.7100025958436646e-06;4.674563550353576e-06;7.301825278742914e-05;28784;0;0;0;0;0;0;0;0;5;12of12inf
MULTIMILLION;48165;1098;4.2975723195302605e-08;5.182197074755457e-08;2.7725397583954146e-06;961;0;0;0;0;0;0;0;0;4;10K_2010
MULTIMILLIONAIRE;48166;4;1.5656001164044664e-10;1.6114818703463873e-10;9.03093414394849e-08;4;0;0;0;0;0;0;0;0;5;12of12inf
MULTIMILLIONAIRES;48167;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MULTIMODAL;48168;3948;1.5452473148912086e-07;1.6025768715115298e-07;1.6318466194952043e-05;1329;0;0;0;0;0;0;0;0;4;10K_2010
MULTIMODE;48169;2990;1.1702860870123387e-07;1.0579856684810865e-07;8.684565822799346e-06;710;0;0;0;0;0;0;0;0;3;10K_2018
MULTINATIONAL;48170;80022;3.1320613128729554e-06;2.24981084972293e-06;1.7260933286568373e-05;50686;0;0;0;0;0;0;0;0;5;12of12inf
MULTINATIONALS;48171;2665;1.0430810775544759e-07;7.899537582212647e-08;2.7375250785421233e-06;2188;0;0;0;0;0;0;0;0;5;12of12inf
MULTINOMIAL;48172;1739;6.806446506068418e-08;8.654437159706705e-08;4.683455343503881e-06;775;0;0;0;0;0;0;0;0;5;10K_2016
MULTIPACK;48173;248;9.706720721707693e-09;9.905777222484683e-09;1.4155361723763922e-06;148;0;0;0;0;0;0;0;0;3;10K_2018
MULTIPACKS;48174;100;3.914000291011166e-09;4.768518887702679e-09;8.6239576650632e-07;91;0;0;0;0;0;0;0;0;3;10K_2018
MULTIPART;48175;268;1.0489520779909926e-08;5.693944993748562e-09;7.120217314692627e-07;136;0;0;0;0;0;0;0;0;3;10K_2018
MULTIPARTY;48176;2914;1.1405396848006539e-07;8.450067439154885e-08;4.396473587947497e-06;1213;0;0;0;0;0;0;0;0;4;10K_2010
MULTIPHASE;48177;819;3.2055662383381456e-08;3.219103047153137e-08;2.7474221922601854e-06;534;0;0;0;0;0;0;0;0;3;10K_2010
MULTIPLATFORM;48178;1730;6.771220503449317e-08;6.191382409033068e-08;7.183359865714619e-06;574;0;0;0;0;0;0;0;0;4;10K_2018
MULTIPLAYER;48179;3133;1.2262562911737985e-07;1.5957674619351066e-07;1.8785099909463105e-05;1389;0;0;0;0;0;0;0;0;4;10K_2010
MULTIPLE;48180;2019477;7.904233565690358e-05;5.5585421924077704e-05;0.00011156144979306465;472355;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLES;48181;213807;8.368406602202244e-06;4.48213918736874e-06;2.8017324370247004e-05;76359;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLEX;48182;11574;4.530063936816324e-07;3.8923378937469496e-07;1.557553016054445e-05;3586;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLEXED;48183;3071;1.2019894893695293e-07;7.313300642122818e-08;3.388254349746546e-06;1589;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLEXER;48184;3476;1.3605065011554814e-07;1.408796631965798e-07;8.695417033795623e-06;1498;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLEXERS;48185;4633;1.8133563348254733e-07;1.6006168363898774e-07;6.037122441292214e-06;2273;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLEXES;48186;1771;6.931694515380776e-08;5.7046235925763236e-08;7.84275510114193e-06;660;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLEXING;48187;10286;4.025940699334086e-07;3.0203486718870373e-07;9.326969597421942e-06;4415;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLEXOR;48188;196;7.671440570381886e-09;5.21290228910345e-09;1.4612175485953737e-06;81;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLEXORS;48189;186;7.28004054128077e-09;4.4143711941941565e-09;6.880440909514456e-07;138;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLICAND;48190;45;1.761300130955025e-09;8.884118485336019e-10;2.270273018876569e-07;38;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLICANDS;48191;1;3.914000291011166e-11;3.4365196336309154e-11;3.802764802703339e-08;1;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLICATION;48192;2389;9.350546695225677e-08;5.75722147751477e-08;2.8257326424733584e-06;1471;0;0;0;0;0;0;0;0;5;12of12inf
MULTIPLICATIONS;48193;49;1.9178601425954715e-09;1.099920854267129e-09;2.1582001650977216e-07;41;0;0;0;0;0;0;0;0;5;12of12inf
MULTIPLICITIES;48194;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MULTIPLICITY;48195;1827;7.150878531677401e-08;7.022643589483966e-08;3.4819738546272564e-06;1417;0;0;0;0;0;0;0;0;5;12of12inf
MULTIPLIED;48196;617154;2.4155409355987054e-05;1.5478841958860734e-05;5.617022545299374e-05;213604;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLIER;48197;53801;2.1057712965669178e-06;2.2402942122507397e-06;7.475777347117498e-05;17723;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPLIERS;48198;4696;1.8380145366588438e-07;1.418476343907197e-07;6.088893196337703e-06;2542;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLIES;48199;2242;8.775188652447035e-08;7.233311899310494e-08;2.5352016422996673e-06;1908;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLY;48200;8798;3.4435374560316244e-07;2.057448912837947e-07;5.220484504167011e-06;5138;0;0;0;0;0;0;0;0;3;12of12inf
MULTIPLYING;48201;224610;8.79123605364018e-06;5.353086261988427e-06;3.0427255315870058e-05;99385;0;0;0;0;0;0;0;0;4;12of12inf
MULTIPOINT;48202;10228;4.003239497646221e-07;3.628641442839822e-07;1.1750869216611581e-05;3968;0;0;0;0;0;0;0;0;3;10K_2008
MULTIPORT;48203;867;3.3934382523066814e-08;4.142518191932282e-08;4.488527242234547e-06;341;0;0;0;0;0;0;0;0;3;10K_2010
MULTIPROCESSING;48204;627;2.4540781824640014e-08;2.2710935103991998e-08;2.1556205681306076e-06;350;0;0;0;0;0;0;0;0;5;10K_2010
MULTIPROCESSOR;48205;605;2.3679701760617556e-08;2.2183223650941285e-08;2.6090028562579966e-06;379;0;0;0;0;0;0;0;0;5;12of12inf
MULTIPROCESSORS;48206;32;1.2524800931235732e-09;1.9993557474964948e-09;6.619351757993963e-07;32;0;0;0;0;0;0;0;0;5;12of12inf
MULTIPRODUCT;48207;290;1.1350600843932383e-08;1.0166005790449505e-08;1.813031115343473e-06;199;0;0;0;0;0;0;0;0;4;10K_2018
MULTIPRONGED;48208;86;3.366040250269603e-09;2.4079307543333215e-09;3.90812599906423e-07;63;0;0;0;0;0;0;0;0;3;10K_2018
MULTIPROTOCOL;48209;1513;5.9218824402998946e-08;4.1863943134766656e-08;2.552165984428629e-06;968;0;0;0;0;0;0;0;0;5;10K_2010
MULTIPURPOSE;48210;5890;2.305346171405577e-07;2.560357574356851e-07;2.154459406639934e-05;2277;0;0;0;0;0;0;0;0;4;12of12inf
MULTIQUARTER;48211;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;10K_2018
MULTIRACIAL;48212;91;3.5617402648201614e-09;3.25213885561253e-09;1.3277138627404954e-06;74;0;0;0;0;0;0;0;0;4;12of12inf
MULTIREGIONAL;48213;127;4.9707803695841815e-09;3.6683552951982257e-09;5.719058430012072e-07;106;0;0;0;0;0;0;0;0;5;10K_2018
MULTIROOM;48214;14;5.479600407415633e-10;3.4629675347093493e-10;1.5062008906440445e-07;12;0;0;0;0;0;0;0;0;3;10K_2018
MULTISCOPE;48215;50;1.957000145505583e-09;8.848677292733582e-10;3.4246176120881484e-07;20;0;0;0;0;0;0;0;0;3;10K_2018
MULTISCREEN;48216;861;3.3699542505606146e-08;2.2442664344835656e-08;2.6220356915697373e-06;248;0;0;0;0;0;0;0;0;0;10K_2014
MULTISECTOR;48217;285;1.1154900829381824e-08;6.100349582347138e-09;8.644671567992713e-07;106;0;0;0;0;0;0;0;0;4;10K_2018
MULTISERVICE;48218;3719;1.4556167082270527e-07;1.1590110190764663e-07;7.960763703890773e-06;862;0;0;0;0;0;0;0;0;4;10K_2010
MULTISITE;48219;675;2.6419501964325372e-08;2.0940462489399963e-08;1.5547689333785202e-06;484;0;0;0;0;0;0;0;0;3;10K_2018
MULTISOURCE;48220;578;2.2622921682044543e-08;2.2714552624232658e-08;3.1090112832680044e-06;266;0;0;0;0;0;0;0;0;3;10K_2010
MULTISPECIALTY;48221;851;3.3308142476505024e-08;2.2041577625324926e-08;2.575623212539484e-06;352;0;0;0;0;0;0;0;0;5;10K_2018
MULTISPECTRAL;48222;688;2.6928322002156825e-08;2.2150702631631508e-08;2.468827977955987e-06;247;0;0;0;0;0;0;0;0;4;10K_2018
MULTISTAGE;48223;852;3.334728247941514e-08;2.720106619128268e-08;1.670551757343196e-06;615;0;0;0;0;0;0;0;0;3;12of12inf
MULTISTATE;48224;5316;2.080682554701536e-07;1.0859272571538396e-07;7.0425133643012215e-06;1693;0;0;0;0;0;0;0;0;3;10K_2010
MULTISTEP;48225;254;9.941560739168363e-09;8.33972825071618e-09;1.0096410859772299e-06;223;0;0;0;0;0;0;0;0;3;10K_2018
MULTISTORY;48226;311;1.2172540905044728e-08;1.3529255361027305e-08;1.697977713767192e-06;188;0;0;0;0;0;0;0;0;4;12of12inf
MULTISYSTEM;48227;289;1.1311460841022271e-08;8.036102756039663e-09;8.887639432190415e-07;243;0;0;0;0;0;0;0;0;4;10K_2018
MULTITASKING;48228;546;2.137044158892097e-08;1.7108752675004246e-08;1.2916301045692629e-06;388;0;0;0;0;0;0;0;0;4;12of12inf
MULTITASKINGS;48229;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
MULTITHREADED;48230;264;1.0332960768269479e-08;1.127011680415883e-08;1.6921925034124293e-06;117;0;0;0;0;0;0;0;0;4;10K_2018
MULTITIERED;48231;57;2.2309801658763647e-09;2.390248692610166e-09;6.553261409271395e-07;57;0;0;0;0;0;0;0;0;3;10K_2018
MULTITUDE;48232;20492;8.020569396340082e-07;6.94439250933983e-07;9.103118156275343e-06;17180;0;0;0;0;0;0;0;0;3;12of12inf
MULTITUDES;48233;128;5.009920372494293e-09;4.553928038082607e-09;5.93206970508382e-07;121;0;0;0;0;0;0;0;0;3;12of12inf
MULTITUDINOUS;48234;34;1.3307600989437965e-09;1.4839162708699648e-09;4.1113452572871553e-07;30;0;0;0;0;0;0;0;0;5;12of12inf
MULTIUNIT;48235;197;7.710580573291998e-09;1.2557072335845865e-08;1.9335022631793394e-06;144;0;0;0;0;0;0;0;0;4;10K_2018
MULTIUSE;48236;109;4.2662603172021715e-09;4.6798466194404636e-09;7.770793277799665e-07;75;0;0;0;0;0;0;0;0;3;10K_2018
MULTIVARIATE;48237;1649;6.454186479877414e-08;4.1034593069075314e-08;2.676707954692741e-06;842;0;0;0;0;0;0;0;0;5;10K_2010
MULTIVENDOR;48238;1226;4.79856435677969e-08;4.122820045814813e-08;3.859819532111216e-06;524;0;0;0;0;0;0;0;0;4;10K_2010
MULTIVITAMIN;48239;1055;4.1292703070167805e-08;4.208428265293423e-08;2.9060638837979753e-06;505;0;0;0;0;0;0;0;0;5;12of12inf
MULTIVITAMINS;48240;422;1.6517081228067123e-08;1.4240914279400477e-08;1.3629425680877017e-06;295;0;0;0;0;0;0;0;0;5;12of12inf
MULTIWALL;48241;1354;5.299556394029119e-08;6.583593021584925e-08;5.742980819528826e-06;329;0;0;0;0;0;0;0;0;3;10K_2010
MULTIWELL;48242;92;3.600880267730273e-09;3.1449064142989565e-09;8.004586460240342e-07;78;0;0;0;0;0;0;0;0;3;10K_2018
MULTIYEAR;48243;9824;3.84511388588937e-07;2.6658644230176466e-07;7.0307882253584055e-06;4770;0;0;0;0;0;0;0;0;3;10K_2008
MUM;48244;1779;6.963006517708866e-08;3.373848039402254e-08;3.1823824399844134e-06;651;0;0;0;0;0;0;0;0;1;12of12inf
MUMBLE;48245;5;1.957000145505583e-10;9.561642846221433e-11;6.351564452554666e-08;3;0;0;0;0;0;0;0;0;2;12of12inf
MUMBLED;48246;1;3.914000291011166e-11;4.496501077722997e-11;4.9757131797952945e-08;1;0;0;0;0;0;0;0;0;1;12of12inf
MUMBLER;48247;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
MUMBLERS;48248;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
MUMBLES;48249;2;7.828000582022332e-11;5.0492686686866034e-11;4.193928313224733e-08;2;0;0;0;0;0;0;0;0;2;12of12inf
MUMBLETYPEG;48250;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
MUMBLETYPEGS;48251;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
MUMBLING;48252;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
MUMMER;48253;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
MUMMERIES;48254;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
MUMMERS;48255;1;3.914000291011166e-11;2.3382624420872044e-12;2.5874614616583817e-09;1;0;0;0;0;0;0;0;0;2;12of12inf
MUMMERY;48256;38;1.4873201105842433e-09;3.6378741945298285e-10;2.1305875400853924e-07;6;0;0;0;0;0;0;0;0;3;12of12inf
MUMMIES;48257;36;1.40904010476402e-09;6.218811664139519e-10;1.4551796729503212e-07;36;0;0;0;0;0;0;0;0;2;12of12inf
MUMMIFICATION;48258;14;5.479600407415633e-10;1.4161424412465848e-10;4.263227236724627e-08;14;0;0;0;0;0;0;0;0;5;12of12inf
MUMMIFICATIONS;48259;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MUMMIFIED;48260;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
MUMMIFIES;48261;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
MUMMIFY;48262;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
MUMMIFYING;48263;5;1.957000145505583e-10;2.4741119191133187e-10;1.2264458490880875e-07;5;0;0;0;0;0;0;0;0;4;12of12inf
MUMMY;48264;312;1.2211680907954838e-08;1.0587380095415963e-08;1.786953723354611e-06;139;0;0;0;0;0;0;0;0;2;12of12inf
MUMPS;48265;805;3.150770234263989e-08;2.1419778172010463e-08;2.75817358601586e-06;372;0;0;0;0;0;0;0;0;1;12of12inf
MUMS;48266;187;7.3191805441908815e-09;2.576104650072482e-09;4.926581713735214e-07;54;0;0;0;0;0;0;0;0;1;12of12inf
MUNCH;48267;452;1.7691281315370473e-08;1.6479813031040587e-08;2.286521845965696e-06;179;0;0;0;0;0;0;0;0;1;12of12inf
MUNCHED;48268;1;3.914000291011166e-11;1.740748019218252e-11;1.9262672714209436e-08;1;0;0;0;0;0;0;0;0;1;12of12inf
MUNCHES;48269;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
MUNCHIES;48270;227;8.884780660595348e-09;1.090691567329521e-08;1.961758384492206e-06;90;0;0;0;0;0;0;0;0;2;12of12inf
MUNCHING;48271;46;1.8004401338651364e-09;3.791124591913939e-09;9.279227195511895e-07;43;0;0;0;0;0;0;0;0;2;12of12inf
MUNCHKIN;48272;137;5.362180398685298e-09;7.004028294019588e-09;1.398954974557337e-06;77;0;0;0;0;0;0;0;0;2;12of12inf
MUNCHKINS;48273;1;3.914000291011166e-11;4.99917069097351e-12;5.531954527567805e-09;1;0;0;0;0;0;0;0;0;2;12of12inf
MUNDANE;48274;230;9.002200669325682e-09;7.142949825910338e-09;7.282176741996049e-07;212;0;0;0;0;0;0;0;0;2;12of12inf
MUNDANELY;48275;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
MUNICIPAL;48276;869393;3.402804455003071e-05;2.8770971904306263e-05;0.0001231308479816024;198508;0;0;0;0;0;0;0;0;4;12of12inf
MUNICIPALITIES;48277;176104;6.892711072482304e-06;4.992170555666144e-06;3.456454268826859e-05;68922;0;0;0;0;0;0;0;0;6;12of12inf
MUNICIPALITY;48278;62714;2.454626142504743e-06;1.6362024751356905e-06;2.1679618047795712e-05;30862;0;0;0;0;0;0;0;0;6;12of12inf
MUNICIPALIZATION;48279;2414;9.448396702500956e-08;5.5528938230927056e-08;3.5347645146878554e-06;1182;0;0;0;0;0;0;0;0;7;10K_2010
MUNICIPALLY;48280;3874;1.516283712737726e-07;7.770836556407624e-08;2.8897266282647805e-06;2224;0;0;0;0;0;0;0;0;5;12of12inf
MUNICIPALS;48281;28579;1.1185821431680813e-06;9.84758009147039e-07;1.8381935146400297e-05;8760;0;0;0;0;0;0;0;0;4;12of12inf
MUNIES;48282;2;7.828000582022332e-11;2.9914260042383914e-11;2.3410280223350534e-08;2;0;0;0;0;0;0;0;0;2;10K_2018
MUNIFICENCE;48283;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
MUNIFICENCES;48284;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MUNIFICENT;48285;1;3.914000291011166e-11;4.6197660613894046e-12;5.1121150605542745e-09;1;0;0;0;0;0;0;0;0;4;12of12inf
MUNIFICENTLY;48286;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;5;12of12inf
MUNITION;48287;771;3.017694224369609e-08;2.1912196628268137e-08;2.349096443920357e-06;305;0;0;0;0;0;0;0;0;3;12of12inf
MUNITIONED;48288;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
MUNITIONING;48289;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
MUNITIONS;48290;7663;2.999298423001857e-07;2.8615552273254445e-07;1.082992131748457e-05;3066;0;0;0;0;0;0;0;0;3;12of12inf
